Number,Species,SpMyco,Light,SoilSt,SoilCon,SoilSp,SoilMyco,SoilSpec,Adult,Bench,Time,Event,AMF,EMF,NSC,Lignin,Phenolics,AMF_Imp,EMF_Imp,NSC_Imp,LIG_Imp,PHN_Imp
1807,Acru,AMF,Med,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,6,21,0,34,NA,NA,11.1,-0.04,34,NA,12.35074702,11.13646134,-0.041890423
1808,Acsa,AMF,Med,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1478,6,84,0,67,NA,NA,NA,NA,67,NA,12.28478715,13.36009828,0.032351752
1809,Quru,EMF,Med,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,6,84,0,NA,NA,NA,NA,NA,41.5,28.91390551,13.91382752,24.94052446,3.13014555
1810,Prse,AMF,Med,Nonsterile,Conspecific,Prse,AMF,Con,B,6,21,0,NA,NA,9.35,NA,NA,64.97,NA,9.351578287,7.118144155,0.50960699
1811,Quru,EMF,Med,Nonsterile,Conspecific,Quru,EMF,Con,1595,6,84,0,45,NA,NA,NA,NA,45,32.95745678,13.67344425,24.76344533,3.056803556
1812,Qual,EMF,Med,Nonsterile,Heterospecific,Prse,AMF,HetAMF,B,6,84,0,44,NA,NA,NA,NA,44,23.44806978,24.19626602,18.75642825,4.936875415
1813,Quru,EMF,Med,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,394,6,84,0,57,NA,NA,NA,NA,57,26.89569519,15.42674123,24.60021884,3.527436633
1814,Acsa,AMF,Med,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1297,6,21,0,61,NA,NA,12.7,-0.11,61,NA,11.90581952,12.72100196,-0.10905729
777,Prse,AMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,1201,3,84,0,NA,NA,NA,NA,NA,65.60666667,NA,12.36573183,9.438190494,0.920123227
1816,Acsa,AMF,Med,Nonsterile,Heterospecific,Prse,AMF,HetAMF,A,6,21,0,67,NA,NA,13.4,0.14,67,NA,12.28889168,13.43045522,0.144565768
1817,Acsa,AMF,Med,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,1201,6,35,1,NA,NA,NA,NA,NA,63.47,NA,12.20298831,13.52287641,-0.058647617
1818,Quru,EMF,Med,Nonsterile,Conspecific,Quru,EMF,Con,1688,6,84,0,50,NA,NA,NA,NA,50,33.93621431,13.71229214,24.95667905,3.02014652
1819,Acsa,AMF,Med,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1688,6,84,0,56,NA,NA,NA,NA,56,NA,12.17472918,13.20197475,-0.100746751
1820,Quru,EMF,Med,Nonsterile,Heterospecific,Acru,AMF,HetAMF,50,6,84,0,44,NA,NA,NA,NA,44,31.59902528,15.60511514,25.38202023,3.555693644
1821,Qual,EMF,Med,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,1201,6,84,0,NA,NA,NA,NA,NA,41.2,20.28001098,23.98644892,18.67649834,5.07080096
1822,Quru,EMF,Med,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,891,6,39,1,NA,NA,NA,NA,NA,46.55,27.41112983,15.6318141,24.55854831,3.487350122
1660,Prse,AMF,Med,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1332,5,42,1,NA,NA,NA,NA,NA,59.65666667,NA,11.3392648,8.957836061,0.691409971
781,Prse,AMF,High,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1205,3,84,0,NA,NA,NA,NA,NA,68.08,NA,11.72928343,8.939775491,0.825213817
1825,Acsa,AMF,Med,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1478,6,21,0,NA,NA,12.45,NA,NA,68.87,NA,12.44626996,13.54011134,0.140960164
1826,Quru,EMF,Med,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1468,6,84,0,NA,NA,NA,NA,NA,42.86,31.90469145,15.35029814,25.58889186,3.501651838
1827,Quru,EMF,Med,Nonsterile,Heterospecific,Prse,AMF,HetAMF,J,6,84,0,NA,NA,NA,NA,NA,42.67,30.86745226,16.39989158,24.38223197,3.83315573
1828,Acru,AMF,Med,Nonsterile,Heterospecific,Prse,AMF,HetAMF,J,6,84,0,NA,NA,NA,NA,NA,34.94,NA,12.36263667,10.4753968,0.06173435
788,Prse,AMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,3,84,0,NA,NA,NA,NA,NA,70.40333333,NA,12.78455383,10.56885629,0.883135526
1830,Qual,EMF,Med,Nonsterile,Conspecific,Qual,EMF,Con,1297,6,84,0,NA,NA,NA,NA,NA,47.1,29.03127071,19.12600031,22.08921855,4.971445877
1831,Acru,AMF,Med,Sterile,Sterile,Sterile,Sterile,ConSter,1386,6,84,0,0,NA,NA,NA,NA,0,NA,10.3298622,7.257835991,-0.015123305
1832,Quru,EMF,Med,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,6,21,0,33,41,NA,25.7,3.51,33,40.80231744,15.26932969,25.68336536,3.509071508
1833,Acsa,AMF,Med,Nonsterile,Conspecific,Acsa,AMF,Con,1330,6,84,0,64,NA,NA,NA,NA,64,NA,12.48725074,13.4760062,0.275718554
1834,Acsa,AMF,Med,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,285,6,84,0,NA,NA,NA,NA,NA,64.15,NA,12.20305887,13.54732076,-0.035003085
1835,Prse,AMF,Med,Nonsterile,Conspecific,Prse,AMF,Con,A,6,21,0,76,NA,NA,10,0.42,76,NA,12.13853338,10.03071085,0.424606084
1836,Qual,EMF,Med,Nonsterile,Heterospecific,Prse,AMF,HetAMF,689,6,21,0,NA,NA,21.43,NA,NA,41.20733333,36.84445282,21.4345517,18.30891852,4.878991507
1837,Qual,EMF,Med,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,285,6,35,1,NA,NA,NA,NA,NA,41.26,20.24676873,24.35085203,18.56419517,5.080678074
1838,Acsa,AMF,Med,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1595,6,84,0,74,NA,NA,NA,NA,74,NA,12.59244126,13.62591162,0.283975084
1839,Acru,AMF,Med,Nonsterile,Conspecific,Acru,AMF,Con,1386,6,21,0,NA,NA,13.6,NA,NA,41.89,NA,13.60305887,12.06532616,0.995616138
1840,Qual,EMF,Med,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1595,6,84,0,46,NA,NA,NA,NA,46,34.72085158,21.50808051,18.89183946,4.900707778
1841,Quru,EMF,Med,Nonsterile,Heterospecific,Prse,AMF,HetAMF,B,6,84,0,47,NA,NA,NA,NA,47,26.29487094,15.67627791,25.06591985,3.498967906
1842,Qual,EMF,Med,Sterile,Sterile,Sterile,Sterile,ConSter,415,6,21,0,NA,NA,19.25,NA,NA,0.02,6.975849722,19.2532354,19.94202706,3.651135645
1843,Quru,EMF,Med,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,6,84,0,40,NA,NA,NA,NA,40,31.1384138,14.08211644,24.51058795,3.147426471
1844,Qual,EMF,Med,Nonsterile,Heterospecific,Quru,EMF,HetEMF,970,6,21,0,NA,NA,21.54,NA,NA,45.54,34.74728962,21.54027402,18.83938589,4.91462654
1845,Qual,EMF,Med,Nonsterile,Heterospecific,Prse,AMF,HetAMF,B,6,21,0,NA,NA,25.61,NA,NA,42.35,23.77013995,25.61433305,18.55641756,4.929722049
1846,Quru,EMF,Med,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1326,6,21,0,NA,NA,15.94,NA,NA,44.51,33.83649898,15.93806911,24.91339434,3.611539395
1847,Quru,EMF,Med,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1297,6,84,0,NA,NA,NA,NA,NA,46.5,24.77286042,15.35452298,26.27306108,3.507806408
1848,Acru,AMF,Med,Nonsterile,Conspecific,Acru,AMF,Con,1384,6,84,0,45,NA,NA,NA,NA,45,NA,12.48748368,10.53444264,0.355849122
1849,Qual,EMF,Med,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1384,6,84,0,39,NA,NA,NA,NA,39,31.04798087,20.22301438,20.43523934,4.940884182
1850,Acru,AMF,Med,Nonsterile,Conspecific,Acru,AMF,Con,1468,6,32,1,NA,NA,NA,NA,NA,40.572,NA,12.60958734,10.49038151,0.365774977
1851,Prse,AMF,Med,Nonsterile,Conspecific,Prse,AMF,Con,1027,6,21,0,65,NA,NA,9.2,0.36,65,NA,11.51124952,9.238513933,0.363681448
1852,Acru,AMF,Med,Sterile,Sterile,Sterile,Sterile,ConSter,1468,6,84,0,0,NA,NA,NA,NA,0,NA,10.19112474,7.094863043,-0.011897445
1853,Acru,AMF,Med,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1478,6,84,0,23,NA,NA,NA,NA,23,NA,12.43221763,10.09532681,0.18882186
1669,Prse,AMF,Med,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1715,5,35,1,NA,NA,NA,NA,NA,38.71636364,NA,11.68107933,9.025604066,0.447273363
1855,Qual,EMF,Med,Nonsterile,Heterospecific,Prse,AMF,HetAMF,A,6,21,0,42,37,NA,17.3,4.61,42,37.03687757,21.29781373,17.26176904,4.60779407
1856,Acru,AMF,Med,Nonsterile,Heterospecific,Prse,AMF,HetAMF,A,6,21,0,26,NA,NA,7.7,-0.35,26,NA,9.864210381,7.711471768,-0.352481693
1857,Acsa,AMF,Med,Nonsterile,Conspecific,Acsa,AMF,Con,1323,6,21,0,76,NA,NA,12.6,0.4,76,NA,12.66975273,12.61969962,0.404826121
1858,Acru,AMF,Med,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1595,6,84,0,35,NA,NA,NA,NA,35,NA,11.43456479,9.621187588,-0.092381566
1859,Acru,AMF,Med,Nonsterile,Heterospecific,Prse,AMF,HetAMF,1027,6,21,0,45,NA,NA,10.5,-0.37,45,NA,11.319177,10.50055209,-0.374061526
1860,Quru,EMF,Med,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1297,6,21,0,43,17,NA,29.2,3.64,43,16.8497478,15.51714623,29.16092739,3.641354281
1861,Acru,AMF,Med,Nonsterile,Heterospecific,Quru,EMF,HetEMF,984,6,84,0,NA,NA,NA,NA,NA,33.8,NA,11.16601042,9.221058918,-0.140846207
1690,Prse,AMF,Med,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,277,5,21,0,NA,NA,12.33,NA,NA,43.66666667,NA,12.33291855,10.35617707,0.521132842
1863,Qual,EMF,Med,Nonsterile,Heterospecific,Prse,AMF,HetAMF,J,6,84,0,NA,NA,NA,NA,NA,42.38,23.77013995,24.61655436,18.55641756,4.929722049
1692,Prse,AMF,Med,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,961,5,21,0,NA,NA,12.24,NA,NA,52.42,NA,12.23637355,10.86227965,0.483473444
1694,Prse,AMF,Med,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1323,5,21,0,NA,NA,13.27,NA,NA,59.33857143,NA,13.26670294,10.90792777,0.796783263
1866,Acsa,AMF,Med,Sterile,Sterile,Sterile,Sterile,ConSter,961,6,21,0,0,NA,NA,14.4,0.12,0,NA,12.43635791,14.35918908,0.116503864
1867,Acsa,AMF,Med,Nonsterile,Conspecific,Acsa,AMF,Con,561,6,84,0,66,NA,NA,NA,NA,66,NA,12.34535393,13.16881149,0.18892584
790,Prse,AMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,J,3,84,0,NA,NA,NA,NA,NA,1.14E-15,NA,12.04168754,9.695476561,0.075802976
1869,Acsa,AMF,Med,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1386,6,84,0,68,NA,NA,NA,NA,68,NA,12.25906285,13.44621616,0.058064039
1870,Acru,AMF,Med,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1320,6,21,0,34,NA,NA,5.9,-0.45,34,NA,8.76261247,5.88057173,-0.452206438
1739,Prse,AMF,Med,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,5,21,0,NA,NA,12.65,NA,NA,60.05,NA,12.64974021,10.94522686,0.60737308
1872,Acru,AMF,Med,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1297,6,21,0,31,NA,NA,9.4,0.27,31,NA,12.13787907,9.440162682,0.268466996
1873,Qual,EMF,Med,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1454,6,84,0,48,NA,NA,NA,NA,48,28.81826363,21.95579526,19.06294968,4.852769
1874,Qual,EMF,Med,Sterile,Sterile,Sterile,Sterile,ConSter,1320,6,21,0,0,8,NA,18.9,3.15,0,8.109921709,18.58448791,18.92258417,3.151521109
1875,Quru,EMF,Med,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,891,6,21,0,NA,NA,14.57,NA,NA,42.205,30.39532704,14.56664533,24.92410518,3.278339788
835,Prse,AMF,High,Nonsterile,Conspecific,Prse,AMF,Con,J,3,84,0,NA,NA,NA,NA,NA,71.16333333,NA,13.02511655,10.8949654,0.843792736
1754,Prse,AMF,Med,Nonsterile,Heterospecific,Quru,EMF,HetEMF,921,6,21,0,NA,NA,13.15,NA,NA,57.44,NA,13.15193815,10.65264771,0.826714072
1878,Acsa,AMF,Med,Nonsterile,Heterospecific,Quru,EMF,HetEMF,970,6,21,0,NA,NA,12.04,NA,NA,60.22,NA,12.03564129,13.45248734,-0.131529217
1879,Acsa,AMF,Med,Nonsterile,Conspecific,Acsa,AMF,Con,561,6,21,0,NA,NA,12.11,NA,NA,64.66333333,NA,12.11269398,12.84083705,0.139006654
845,Prse,AMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,1027,3,84,0,NA,NA,NA,NA,NA,0.01,NA,11.34359803,8.792426333,-0.010013887
1881,Acru,AMF,Med,Nonsterile,Heterospecific,Quru,EMF,HetEMF,970,6,21,0,NA,NA,10.71,NA,NA,32.66,NA,10.71371822,7.951657519,-0.19106802
1882,Qual,EMF,Med,Sterile,Sterile,Sterile,Sterile,ConSter,1320,6,84,0,0,NA,NA,NA,NA,0,6.576132803,18.04026826,20.16358426,3.441745832
1883,Qual,EMF,Med,Nonsterile,Heterospecific,Prse,AMF,HetAMF,1027,6,21,0,43,41,NA,22,4.09,43,40.61743664,17.60815258,21.99378928,4.090103683
1884,Quru,EMF,Med,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1320,6,21,0,39,62,NA,27.7,4.14,39,62.21675095,16.585738,27.69531625,4.135008501
1885,Qual,EMF,Med,Sterile,Sterile,Sterile,Sterile,ConSter,1715,6,84,0,NA,NA,NA,NA,NA,8.53E-16,6.45849843,17.20843735,20.41752614,3.224343213
1799,Prse,AMF,Med,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,961,6,42,1,NA,NA,NA,NA,NA,60.43,NA,12.97982917,10.86759013,0.782532438
1887,Acsa,AMF,Med,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,891,6,84,0,62,NA,NA,NA,NA,62,NA,12.13368659,13.447263,0.012953347
1888,Acru,AMF,Med,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,118,6,21,0,NA,NA,12.7,NA,NA,32.2945,NA,12.69763165,10.34197195,0.311032518
1889,Quru,EMF,Med,Nonsterile,Conspecific,Quru,EMF,Con,1595,6,21,0,NA,NA,11.98,NA,NA,43.68,30.36294469,11.98052455,25.5741589,2.855404635
1890,Acru,AMF,Med,Nonsterile,Conspecific,Acru,AMF,Con,1326,6,21,0,NA,NA,12.13,NA,NA,41.76,NA,12.12591757,9.982911571,0.10253353
1891,Acru,AMF,Med,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,561,6,21,0,NA,NA,9.93,NA,NA,31.06,NA,9.934618458,7.520266693,-0.282311282
1892,Acsa,AMF,Med,Nonsterile,Heterospecific,Prse,AMF,HetAMF,B,6,84,0,63,NA,NA,NA,NA,63,NA,12.09860906,13.3539653,-0.063889009
1893,Qual,EMF,Med,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,1201,6,84,0,41,NA,NA,NA,NA,41,19.75054306,23.25959431,18.73096368,4.988735372
1894,Qual,EMF,Med,Nonsterile,Conspecific,Qual,EMF,Con,1297,6,21,0,54,32,NA,22.1,5.05,54,31.92787377,19.12486036,22.05242879,5.051082462
1802,Prse,AMF,Med,Nonsterile,Heterospecific,Quru,EMF,HetEMF,970,6,21,0,NA,NA,12.36,NA,NA,48.08,NA,12.35872582,10.55680641,0.559342881
847,Prse,AMF,High,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1468,3,84,0,NA,NA,NA,NA,NA,68.43333333,NA,13.04398055,10.92081802,0.901198999
1897,Acru,AMF,Med,Nonsterile,Conspecific,Acru,AMF,Con,50,6,21,0,NA,NA,10.48,NA,NA,37.69688312,NA,10.48311717,7.828326005,0.067666366
1898,Acru,AMF,Med,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,1201,6,39,1,NA,NA,NA,NA,NA,28.036,NA,10.15684521,8.064231004,-0.264818478
1899,Acru,AMF,Med,Sterile,Sterile,Sterile,Sterile,ConSter,1384,6,21,0,0,NA,NA,6,0.01,0,NA,9.080919092,6.034663427,0.012175812
1900,Acsa,AMF,Med,Nonsterile,Heterospecific,Qual,EMF,HetEMF,415,6,84,0,60,NA,NA,NA,NA,60,NA,12.21003168,13.54474451,-0.013981575
1901,Acsa,AMF,Med,Sterile,Sterile,Sterile,Sterile,ConSter,561,6,21,0,NA,NA,12.47,NA,NA,0.02,NA,12.46989206,13.55904048,0.098438308
1902,Acsa,AMF,Med,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1454,6,84,0,75,NA,NA,NA,NA,75,NA,12.48099511,13.69713765,0.131231572
915,Prse,AMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1757,3,84,0,NA,NA,NA,NA,NA,71.87,NA,11.74922031,8.730517855,0.919388638
1904,Quru,EMF,Med,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1757,6,84,0,39,NA,NA,NA,NA,39,25.4972426,14.34119846,24.819094,3.366184076
1905,Acsa,AMF,Med,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,891,6,21,0,NA,NA,12.15,NA,NA,62.81,NA,12.15001094,13.4320368,0.036088824
1906,Acru,AMF,Med,Nonsterile,Heterospecific,Prse,AMF,HetAMF,J,6,84,0,43,NA,NA,NA,NA,43,NA,11.45230311,9.37180172,-0.003573404
1907,Acru,AMF,Med,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1757,6,35,1,NA,NA,NA,NA,NA,32.52,NA,12.07777206,9.981738348,-0.014096245
1908,Qual,EMF,Med,Nonsterile,Heterospecific,Quru,EMF,HetEMF,970,6,84,0,NA,NA,NA,NA,NA,45.33,35.3438436,21.56315975,18.80344596,4.910217786
1909,Acsa,AMF,Med,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1326,6,21,0,NA,NA,12.15,NA,NA,63.89375,NA,12.15368197,13.31282376,-0.084975473
1910,Acsa,AMF,Med,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,285,6,21,0,65,NA,NA,13.8,0.25,65,NA,12.46718357,13.82111762,0.247686675
1911,Acru,AMF,Med,Sterile,Sterile,Sterile,Sterile,ConSter,1332,6,84,0,NA,NA,NA,NA,NA,1.42E-16,NA,10.05865106,7.015856891,-0.023916406
1912,Acru,AMF,Med,Sterile,Sterile,Sterile,Sterile,ConSter,50,6,21,0,NA,NA,9.99,NA,NA,1.42E-16,NA,9.993674444,6.987413904,-0.044789489
1913,Acru,AMF,Med,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1688,6,84,0,39,NA,NA,NA,NA,39,NA,11.36713918,9.402169443,-0.036027061
1914,Quru,EMF,Med,Nonsterile,Heterospecific,Prse,AMF,HetAMF,1018,6,21,0,NA,NA,18.16,NA,NA,43.59,34.58793434,18.15807756,22.24578205,4.231460531
1915,Qual,EMF,Med,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1468,6,84,0,44,NA,NA,NA,NA,44,29.47887454,21.79227574,18.75313003,4.766489588
1916,Acru,AMF,Med,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1478,6,21,0,NA,NA,13.41,NA,NA,36.53,NA,13.41180646,10.68897111,0.655113163
1917,Acru,AMF,Med,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1205,6,84,0,NA,NA,NA,NA,NA,33.452,NA,12.66098075,10.26672419,0.401510706
1918,Quru,EMF,Med,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1386,6,84,0,32,NA,NA,NA,NA,32,25.20726642,13.74966248,24.4108795,3.131634595
931,Prse,AMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,970,3,84,0,NA,NA,NA,NA,NA,70.16666667,NA,11.56319598,8.612656361,0.81407956
1920,Qual,EMF,Med,Nonsterile,Heterospecific,Prse,AMF,HetAMF,1018,6,21,0,NA,NA,20.13,NA,NA,39.63833333,33.7303186,20.1323912,20.46924342,4.913792713
1921,Quru,EMF,Med,Sterile,Sterile,Sterile,Sterile,ConSter,984,6,21,0,0,9,NA,25.1,3.69,0,9.17081314,15.97450768,25.10572945,3.69211483
1922,Quru,EMF,Med,Nonsterile,Conspecific,Quru,EMF,Con,970,6,21,0,NA,NA,11.28,NA,NA,42.34,23.37269045,11.28356116,25.23752135,2.808727186
1923,Qual,EMF,Med,Nonsterile,Conspecific,Qual,EMF,Con,1715,6,84,0,47,NA,NA,NA,NA,47,29.67903236,19.07305436,22.15480069,4.965404099
1924,Acru,AMF,Med,Nonsterile,Heterospecific,Quru,EMF,HetEMF,970,6,84,0,NA,NA,NA,NA,NA,31.68,NA,11.13494887,9.384069106,-0.195460507
1864,Prse,AMF,Med,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,891,6,35,1,NA,NA,NA,NA,NA,36.75,NA,12.16863596,9.725492444,0.458452518
1926,Quru,EMF,Med,Nonsterile,Heterospecific,Prse,AMF,HetAMF,A,6,21,0,41,27,NA,25.8,3.51,41,26.5953249,15.42062319,25.76101773,3.50536717
1927,Qual,EMF,Med,Nonsterile,Conspecific,Qual,EMF,Con,1320,6,21,0,39,51,NA,23.8,4.69,39,51.38204696,17.83538575,23.79978996,4.68777666
1928,Acsa,AMF,Med,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1688,6,84,0,NA,NA,NA,NA,NA,68.535,NA,12.40194163,13.65533034,0.123509648
1929,Acru,AMF,Med,Sterile,Sterile,Sterile,Sterile,ConSter,1326,6,21,0,NA,NA,12.08,NA,NA,0.33,NA,12.08418947,9.836440902,0.08919967
1930,Acru,AMF,Med,Sterile,Sterile,Sterile,Sterile,ConSter,1384,6,53,1,NA,NA,NA,NA,NA,0.03,NA,10.21823723,7.143273755,-0.007863215
1931,Acsa,AMF,Med,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1384,6,84,0,70,NA,NA,NA,NA,70,NA,12.34813659,13.51741019,0.130297047
1871,Prse,AMF,Med,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1205,6,35,1,NA,NA,NA,NA,NA,42.912,NA,12.52032082,10.26102768,0.543470764
1933,Quru,EMF,Med,Nonsterile,Heterospecific,Qual,EMF,HetEMF,415,6,84,0,48,NA,NA,NA,NA,48,23.31373683,15.39936699,26.14597865,3.494114046
1934,Quru,EMF,Med,Nonsterile,Conspecific,Quru,EMF,Con,1454,6,84,0,47,NA,NA,NA,NA,47,26.10785833,14.97944511,25.53628073,3.447738215
1935,Acru,AMF,Med,Nonsterile,Heterospecific,Qual,EMF,HetEMF,415,6,84,0,26,NA,NA,NA,NA,26,NA,11.35083775,9.132981138,-0.039776275
1936,Quru,EMF,Med,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,118,6,21,0,NA,NA,16.12,NA,NA,45,29.74861271,16.1163238,23.96634017,3.673040095
1937,Acru,AMF,Med,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1715,6,84,0,25,NA,NA,NA,NA,25,NA,11.563844,9.288747817,-0.007880283
1938,Acru,AMF,Med,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,891,6,84,0,24,NA,NA,NA,NA,24,NA,9.78030533,7.563994301,-0.280146364
1939,Quru,EMF,Med,Nonsterile,Heterospecific,Prse,AMF,HetAMF,A,6,39,1,NA,NA,NA,NA,NA,42.08,36.61678649,17.05943627,22.44063743,3.925898748
1940,Quru,EMF,Med,Nonsterile,Heterospecific,Acru,AMF,HetAMF,50,6,21,0,NA,NA,12.91,NA,NA,40.47,33.04872815,12.91130732,23.53288579,2.849313719
1941,Qual,EMF,Med,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,6,84,0,NA,NA,NA,NA,NA,40.85,28.27040113,22.24177501,18.65680091,4.904594934
1942,Acsa,AMF,Med,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1595,6,21,0,NA,NA,12.54,NA,NA,72.04,NA,12.54476454,13.80977502,0.318379587
1877,Prse,AMF,Med,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,891,6,21,0,NA,NA,13.81,NA,NA,54.88,NA,13.81271475,11.68918165,1.105310503
1944,Qual,EMF,Med,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,285,6,21,0,22,33,NA,22.2,4.88,22,32.8921394,18.75158856,22.17448588,4.88464491
1945,Quru,EMF,Med,Nonsterile,Heterospecific,Prse,AMF,HetAMF,1027,6,21,0,45,34,NA,24.5,3.54,45,34.12294473,15.75535463,24.5285144,3.535522962
1946,Acru,AMF,Med,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,891,6,21,0,NA,NA,8.19,NA,NA,29.91,NA,8.188420698,6.358485728,-0.294005884
1880,Prse,AMF,Med,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,394,6,32,1,NA,NA,NA,NA,NA,45.65,NA,12.31388837,10.13003447,0.462952411
1948,Qual,EMF,Med,Nonsterile,Conspecific,Qual,EMF,Con,1205,6,84,0,NA,NA,NA,NA,NA,44.59,30.84826282,19.15159155,21.71857387,4.936182551
1949,Acru,AMF,Med,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,394,6,21,0,28,NA,NA,8.4,-0.55,28,NA,10.44615626,8.382198356,-0.546304075
1950,Qual,EMF,Med,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,6,21,0,43,34,NA,17.5,5.17,43,33.61784784,22.41961756,17.51911967,5.173111474
965,Prse,AMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,285,3,84,0,NA,NA,NA,NA,NA,66.07666667,NA,12.1399426,9.228393132,0.902571572
1952,Acru,AMF,Med,Nonsterile,Conspecific,Acru,AMF,Con,1468,6,28,1,NA,NA,NA,NA,NA,39.59688312,NA,11.40664214,8.853946556,0.102548444
1953,Qual,EMF,Med,Sterile,Sterile,Sterile,Sterile,ConSter,1297,6,21,0,0,8,NA,20.1,3.27,0,8.182657098,17.41021424,20.0719179,3.2721864
1037,Prse,AMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,1018,3,84,0,NA,NA,NA,NA,NA,0.45,NA,12.10966429,9.867422121,0.076128284
1955,Acsa,AMF,Med,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1386,6,21,0,NA,NA,12.28,NA,NA,68.42375,NA,12.28133183,13.43985138,0.086139517
1082,Prse,AMF,Med,Sterile,Sterile,Sterile,Sterile,ConSter,1018,4,84,0,NA,NA,NA,NA,NA,0.05,NA,10.91200709,8.262632281,0.061147402
1957,Acsa,AMF,Med,Sterile,Sterile,Sterile,Sterile,ConSter,1330,6,84,0,0,NA,NA,NA,NA,0,NA,12.00456881,13.24579419,-0.033470175
1958,Acru,AMF,Med,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1320,6,84,0,26,NA,NA,NA,NA,26,NA,11.34077981,9.234611953,-0.075009043
1959,Acru,AMF,Med,Sterile,Sterile,Sterile,Sterile,ConSter,1386,6,21,0,NA,NA,10.76,NA,NA,0.04,NA,10.7645458,7.610586838,-0.02463901
